Apl	NULL			
Apl	68789138			
Apl	73054295			
Apl	75979651			
Apl	79105163			3038130111
Apl	83110926			
Apl	87077474			
Apl	90198673			
Apl	94334262			
Apl	98075160			
Apl	101595147			
Apl	104528565			
Apl	108533085			
Apl	111179578			
Apl	114493238			
Apl	117223509			
Apl	119937641			
Apl	122622590			
Apl	123852566			
Apl	127129113			
Apl	129646105			
Apl	132754608			
Apl	139185173			
Apl	142524947			
Apl	144879233			
Apl	147053392			
Apl	149268772			
Apl	151998107			
Feb	NULL			
Feb	3950156			
Feb	4138918			
Feb	4449552			
Feb	4959445			
Feb	5416849			
Feb	5775322			
Feb	5812362			
Feb	6259008			
Feb	6611561			
Feb	7017114			
Feb	7505010			
Feb	7967647			
Feb	8052454			
Feb	8516771			
Feb	8857341			
Feb	9186757			
Feb	9846523			
Feb	10449942			
Feb	10838323			
Feb	11085173			
Feb	11424094			
Feb	11907392			
Feb	12366633			
Feb	13067047			
Feb	13756940			
Feb	14242547			
Feb	14301266			
Jan	NULL			
Jan	0			
Jan	191181			
Jan	224301			
Jan	454049			
Jan	674835			
Jan	806484			
Jan	1043534			
Jan	1390592			
Jan	1582201			
Jan	1615504			
Jan	2023809			
Jan	2029480			
Jan	2355979			
Jan	2928053			
Jan	3500027			
Jan	3744334			
Jan	3758843			
Jul	NULL			
Jul	334741649			
Jul	335671794			
Jul	344300590			
Jul	347378550			
Jul	351229497			
Jul	354307646			
Jul	358070763			
Jul	368991222			
Jun	213135738			
Jun	215678166			
Jun	218344384			
Jun	223607768			
Jun	225571144			
Jun	228041045			
Jun	230490652			
Jun	233680929			
Jun	236856505			
Jun	240281903			
Jun	243703242			
Jun	246188067			
Jun	249430416			
Jun	252760364			
Jun	255305366			
Jun	258325900			
Jun	262970250			
Jun	266355940			
Jun	270908312			
Jun	274286599			
Jun	283313942			
Jun	289855456			
Jun	293370338			
Jun	300054027			
Jun	306661528			
Jun	314841384			
Jun	318030412			
Jun	321423578			
Jun	327423913			
Jun	329158139			
Mar	14854136			
Mar	15620749			
Mar	16616048			
Mar	18005503			
Mar	19497704			
Mar	20922344			
Mar	20989010			
Mar	23008733			
Mar	24367906			
Mar	25685011			
Mar	26164920			
Mar	28218457			
Mar	29738409			
Mar	29908038			
Mar	32947432			
Mar	35064536			
Mar	37143255			
Mar	39339817			
Mar	42063392			
Mar	44603841			
Mar	45065998			
Mar	48494594			
Mar	50841286			
Mar	53145709			
Mar	55504440			
Mar	58109773			
Mar	60269782			
Mar	60530435			
Mar	61113354			
Mar	63054353			
Mar	65117896			
May	NULL			
May	153626325			
May	154211511			
May	156082136			
May	157750752			
May	159931238			
May	162603603			
May	165190000			
May	167493857			
May	168304868			
May	171098918			
May	173862643			
May	176045577			
May	178361846			
May	179646413			
May	181544536			
May	182251006			
May	183817204			
May	185191602			
May	186410600			
May	187886885			
May	190842497			
May	191719240			
May	194165711			
May	195506779			
May	198425615			
May	201203166			
May	203166802			
May	207088953			
May	208665123			
May	210449895			
